isu_cd,kor_cor_nm,chg_dt,tr_stp_rsn
123910,SBI&Solomon SPAC,2013/03/29,DELISTING (KOSDAQ)
123550,DAISHIN GROWTH SPAC,2013/03/29,DELISTING (KOSDAQ)
068420,ENTERMEDIA,2013/04/06,DELISTING (KOSDAQ)
099210,Korea Pacific 07,2013/04/10,DELISTING (Stock)
093410,Korea Pacific 06,2013/04/10,DELISTING (Stock)
093400,Korea Pacific 05,2013/04/10,DELISTING (Stock)
066060,HUMANTEC,2013/04/12,DELISTING (KOSDAQ)
026250,SWEMC,2013/04/12,DELISTING (KOSDAQ)
052650,EDD,2013/04/12,DELISTING (KOSDAQ)
006440,HANIL E&C,2013/04/16,DELISTING (Stock)
009280,DAHAAM e-TEC,2013/04/16,DELISTING (Stock)
071530,UABLE,2013/04/23,DELISTING (KOSDAQ)
013780,ACQUTEK,2013/04/23,DELISTING (KOSDAQ)
038720,YOUILENSYS,2013/05/01,DELISTING (KOSDAQ)
009010,EDUENCE,2013/05/01,DELISTING (KOSDAQ)
051710,DS,2013/05/01,DELISTING (KOSDAQ)
046840,FreeTravel,2013/05/01,DELISTING (KOSDAQ)
028090,NEOPURPLE,2013/05/03,DELISTING (KOSDAQ)
003190,RNL BIO,2013/05/03,DELISTING (Stock)
088700,mysco,2013/05/04,DELISTING (KOSDAQ)
033550,LUXON ENERGY,2013/05/07,DELISTING (KOSDAQ)
036920,G&ST,2013/05/07,DELISTING (KOSDAQ)
123300,Bookook Future Stars,2013/06/03,DELISTING (KOSDAQ)
012410,GLOSTECH,2013/06/04,DELISTING (Stock)
900010,3NODDigital,2013/06/05,DELISTING (KOSDAQ)
025920,WOO KYUNG,2013/07/10,DELISTING (KOSDAQ)
073930,XENER,2013/07/12,DELISTING (KOSDAQ)
128910,DongbuTS SPAC,2013/07/15,DELISTING (KOSDAQ)
006350,JEONBUK BK,2013/07/18,DELISTING (Stock)
037630,SBM,2013/07/24,DELISTING (KOSDAQ)
126680,IBKS SPAC No.1,2013/07/29,DELISTING (KOSDAQ)
035450,GIBIO,2013/08/07,DELISTING (KOSDAQ)
080030,Dongbuka2,2013/08/19,DELISTING (Stock)
056810,Withus,2013/09/10,DELISTING (KOSDAQ)
049000,YEDANG,2013/09/10,DELISTING (KOSDAQ)
008080,SY Corporation,2013/09/25,DELISTING (Stock)
950070,ChinaGaoxian,2013/10/04,DELISTING (Stock)
900060,CHINA FOOD PACKAGING,2013/10/11,DELISTING (KOSDAQ)
053320,TeraResource,2014/02/07,DELISTING (KOSDAQ)
080960,Dongbuka3,2014/02/11,DELISTING (Stock)
080970,Dongbuka4,2014/02/18,DELISTING (Stock)
081220,SEMITEQ,2014/03/03,DELISTING (KOSDAQ)
004790,REX-L ENG,2014/03/04,DELISTING (KOSDAQ)
074000,MTEKVISION,2014/03/27,DELISTING (KOSDAQ)
005560,JS Cable,2014/04/10,DELISTING (Stock)
036210,Taesan LCD,2014/04/11,DELISTING (KOSDAQ)
012650,SsangyongE&C,2014/04/11,DELISTING (KOSDAQ)
110310,Moreens,2014/04/11,DELISTING (KOSDAQ)
010670,NanoTronix,2014/04/11,DELISTING (KOSDAQ)
067250,K SHIPBUILDING,2014/04/15,DELISTING (Stock)
010460,FAMCO,2014/04/15,DELISTING (Stock)
080980,Dongbuka5,2014/04/25,DELISTING (Stock)
005900,DONGYANG ENG CONST,2014/04/25,DELISTING (Stock)
002530,BYUCKSAN ENG & CONS,2014/04/25,DELISTING (Stock)
041060,Araontech,2014/05/08,DELISTING (KOSDAQ)
056340,CUELT,2014/05/21,DELISTING (KOSDAQ)
101990,PAVCO,2014/05/21,DELISTING (Stock)
082930,SiliconFile,2014/05/23,DELISTING (KOSDAQ)
080180,AsiaPacific1,2014/07/10,DELISTING (Stock)
001300,CHEIL IND,2014/07/15,DELISTING (Stock)
070480,EverTechno,2014/07/17,DELISTING (KOSDAQ)
110500,uNeedkorea,2014/09/02,DELISTING (KOSDAQ)
046400,DVS,2014/09/02,DELISTING (KOSDAQ)
013340,NEW ASIA,2014/09/02,DELISTING (KOSDAQ)
119250,FGN Reits,2014/10/29,DELISTING (Stock)
139170,Fuelcellpower,2014/10/30,DELISTING (KONEX)
187770,Fantagio,2014/11/10,DELISTING (KONEX)
053000,WOORIFINACEHOLDINGS,2014/11/19,DELISTING (Stock)
081190,ASIA PACIFIC 2,2014/12/18,DELISTING (Stock)
081200,ASIA PACIFIC 3,2014/12/22,DELISTING (Stock)
008720,Samyang Entech,2014/12/30,DELISTING (Stock)
950100,SBIM,2015/01/07,DELISTING (Stock)
081940,ASIA PACIFIC9,2015/01/08,DELISTING (Stock)
090540,KOCREF VIII,2015/01/16,DELISTING (Stock)
003640,UNION STEEL,2015/01/16,DELISTING (Stock)
016420,NHIS,2015/01/20,DELISTING (Stock)
081210,ASIA PASIPIC 4,2015/01/20,DELISTING (Stock)
091690,DIGITECH,2015/01/21,DELISTING (KOSDAQ)
032420,TURBOTEK,2015/01/27,DELISTING (KOSDAQ)
053740,KEK,2015/02/10,DELISTING (KOSDAQ)
081930,ASIA PACIFIC8,2015/02/17,DELISTING (Stock)
000420,ROCKET ELEC,2015/02/24,DELISTING (Stock)
149130,KB-Bookook No.1 Development REIT,2015/03/02,DELISTING (Stock)
082260,ASIA PACIFIC 7,2015/03/13,DELISTING (Stock)
082250,ASIA PACIFIC 6,2015/03/13,DELISTING (Stock)
082240,ASIA PACIFIC 5,2015/03/13,DELISTING (Stock)
004320,ULTRA CON,2015/04/13,DELISTING (KOSDAQ)
000800,KEANGNAM ENT,2015/04/15,DELISTING (Stock)
181980,JAWON MEDICAL,2015/04/15,DELISTING (KONEX)
014350,SHINIL ENG,2015/04/15,DELISTING (Stock)
000360,SAMWHAN,2015/04/15,DELISTING (Stock)
053330,YOUNGJIN Corporation,2015/04/23,DELISTING (KOSDAQ)
179280,Standard Firm,2015/04/30,DELISTING (KONEX)
160350,WEBSOLUS,2015/04/30,DELISTING (KONEX)
065180,HappyDream,2015/05/04,DELISTING (KOSDAQ)
090120,Zalman,2015/05/13,DELISTING (KOSDAQ)
039850,TAECHANG PHAROS,2015/05/19,DELISTING (KOSDAQ)
039530,CNK INTER,2015/05/19,DELISTING (KOSDAQ)
066350,TSM,2015/05/20,DELISTING (KOSDAQ)
192520,Kyongnam Bank,2015/06/23,DELISTING (Stock)
033630,SK broadband,2015/07/01,DELISTING (KOSDAQ)
071930,Ace Hightech,2015/07/10,DELISTING (KOSDAQ)
010520,HYUNDAI HYSCO,2015/07/15,DELISTING (Stock)
040670,WP,2015/07/16,DELISTING (KOSDAQ)
013450,DSHC,2015/07/20,DELISTING (KOSDAQ)
074130,DID,2015/07/23,DELISTING (KOSDAQ)
003600,SK,2015/08/17,DELISTING (Stock)
000830,Samsung C&T,2015/09/15,DELISTING (Stock)
138440,eCoreaReit,2015/09/16,DELISTING (Stock)
068060,KCW,2015/09/18,DELISTING (KOSDAQ)
082220,PREXCO,2015/09/25,DELISTING (KONEX)
053870,GT&T,2015/10/15,DELISTING (KOSDAQ)
121550,KOCREF15CRREIT,2015/10/16,DELISTING (Stock)
950010,PING SHAN TEA,2015/11/05,DELISTING (Stock)
003940,SAMYANG GENEX,2016/01/21,DELISTING (Stock)
111610,SEUNGHWA,2016/01/25,DELISTING (KOSDAQ)
151750,TERATECH,2016/02/23,DELISTING (KONEX)
025850,HANWHA FINE CHEMICAL,2016/03/15,DELISTING (Stock)
065270,FLEXCOM,2016/04/12,DELISTING (KOSDAQ)
063840,NICSTECH,2016/04/12,DELISTING (KONEX)
051310,PLANTEC,2016/04/15,DELISTING (Stock)
158380,SAMMOKKANGUP,2016/04/21,DELISTING (KOSDAQ)
078780,IDS,2016/04/28,DELISTING (KOSDAQ)
086200,JNU GLOBAL,2016/05/09,DELISTING (KOSDAQ)
008900,TEC.Co,2016/05/17,DELISTING (Stock)
008020,KYUNGNAM ENGY,2016/05/19,DELISTING (Stock)
092630,Badaro3,2016/06/13,DELISTING (Stock)
224090,JUNGDAWN,2016/06/29,DELISTING (KONEX)
179440,BGSTEEL,2016/07/07,DELISTING (KONEX)
103650,H&I,2016/07/14,DELISTING (KONEX)
082390,PLA,2016/07/25,DELISTING (KOSDAQ)
207230,DYLNJ,2016/07/26,DELISTING (KONEX)
019300,TAILIM PAPER,2016/08/11,DELISTING (Stock)
025270,BusanTextile,2016/08/18,DELISTING (KOSDAQ)
074150,MJB,2016/09/05,DELISTING (KOSDAQ)
037340,CLinternational,2016/09/08,DELISTING (KOSDAQ)
053810,i-factory,2016/09/19,DELISTING (KOSDAQ)
003450,KB SECURITIES,2016/11/01,DELISTING (Stock)
011720,"Hyundai Paint co.,LTD",2016/11/21,DELISTING (Stock)
185280,Egreen,2016/12/05,DELISTING (KONEX)
222520,Soltworks,2016/12/05,DELISTING (KONEX)
192240,NYCO,2016/12/23,DELISTING (KONEX)
104120,SHINSUNG FA,2017/01/02,DELISTING (Stock)
104110,SHINSUNG ENG,2017/01/02,DELISTING (Stock)
139200,HI GOLD OCEAN 2,2017/01/11,DELISTING (Stock)
068870,LG Life Sciences,2017/01/17,DELISTING (Stock)
144630,CIS,2017/01/20,DELISTING (KONEX)
037620,MIRAE ASSET SEC,2017/01/20,DELISTING (Stock)
060910,PREGEN,2017/02/24,DELISTING (KOSDAQ)
066270,SK Comms,2017/02/27,DELISTING (KOSDAQ)
068150,K&C Global,2017/03/07,DELISTING (KOSDAQ)
117930,HJS,2017/03/07,DELISTING (Stock)
007190,Hansol Artone Paper ,2017/03/15,DELISTING (Stock)
194860,SY Innovation,2017/04/12,DELISTING (KONEX)
052270,WOOJEON,2017/04/13,DELISTING (KOSDAQ)
110570,Nexolon Company,2017/04/17,DELISTING (Stock)
091000,KoreaPacific04,2017/04/25,DELISTING (Stock)
090990,KoreaPacific03,2017/04/25,DELISTING (Stock)
090980,KoreaPacific02,2017/04/25,DELISTING (Stock)
090970,KoreaPacific01,2017/04/25,DELISTING (Stock)
086830,SHINYANG AURACOM,2017/05/08,DELISTING (KOSDAQ)
058370,BNC Company,2017/05/08,DELISTING (KOSDAQ)
036500,SS COMTECH,2017/05/11,DELISTING (KOSDAQ)
204440,DAEWOO SPAC 2,2017/05/29,DELISTING (KOSDAQ)
165270,KUMO HITECH,2017/06/07,DELISTING (KONEX)
083360,DONGBUKA 11th SHIP,2017/06/14,DELISTING (Stock)
083350,DONGBUKANO.10SHIP,2017/06/14,DELISTING (Stock)
083390,DONGBUKA 14th SHIP,2017/06/14,DELISTING (Stock)
083570,ASIA PACIFIC NO.10,2017/06/15,DELISTING (Stock)
083580,ASIA PACIFIC NO.11,2017/06/15,DELISTING (Stock)
083590,ASIA PACIFIC NO.12,2017/06/15,DELISTING (Stock)
083600,ASIA PACIFIC NO.13,2017/06/15,DELISTING (Stock)
204760,Hyundai Able SPAC 1,2017/06/15,DELISTING (KOSDAQ)
083610,ASIA PACIFIC NO.14,2017/06/20,DELISTING (Stock)
004740,BORNEO INT FURN,2017/07/05,DELISTING (Stock)
204650,KTB SPAC 1,2017/07/07,DELISTING (KOSDAQ)
156170,B&S Media,2017/07/13,DELISTING (KONEX)
021960,KB CAPITAL,2017/07/21,DELISTING (Stock)
002550,KB Insurance,2017/07/21,DELISTING (Stock)
900130,WAYPORT,2017/07/25,DELISTING (KOSDAQ)
232360,ASPACOIL,2017/07/25,DELISTING (KONEX)
208870,Hana Must Third SPAC,2017/07/31,DELISTING (KOSDAQ)
083620,ASIA PACIFIC NO.15,2017/07/31,DELISTING (Stock)
204690,DARIN,2017/08/02,DELISTING (KONEX)
005620,DAESUNGGROUP,2017/08/25,DELISTING (Stock)
189700,DPNK,2017/08/31,DELISTING (KONEX)
095300,NSV,2017/09/12,DELISTING (KOSDAQ)
085980,SEWHA P&C,2017/09/19,DELISTING (KONEX)
900050,CHINA OCEAN,2017/09/27,DELISTING (Stock)
061460,Hanjin P&C,2017/09/29,DELISTING (KOSDAQ)
207720,NH SL SPAC,2017/10/16,DELISTING (KOSDAQ)
206660,Goldenbridge SPAC 2,2017/10/20,DELISTING (KOSDAQ)
207930,SK No.1 SPAC,2017/11/06,DELISTING (KOSDAQ)
260490,CAROS,2017/11/29,DELISTING (KONEX)
023430,IE,2017/12/20,DELISTING (KOSDAQ)
232290,SGA SYSTEMS,2017/12/22,DELISTING (KONEX)
215580,DAEWOO SPAC 3,2017/12/26,DELISTING (KOSDAQ)
233190,MILAE RESOURCES ML,2017/12/28,DELISTING (KONEX)
215750,MIRAEASSET No.3 SPAC,2018/01/04,DELISTING (KOSDAQ)
217810,NH SPAC VII,2018/01/19,DELISTING (KOSDAQ)
219580,Goldenbridge SPAC III,2018/02/07,DELISTING (KOSDAQ)
256090,Fashion Platform,2018/02/13,DELISTING (KONEX)
218710,Kiwoom No.3 SPAC,2018/02/14,DELISTING (KOSDAQ)
219960,Yuanta 2 SPAC,2018/02/23,DELISTING (KOSDAQ)
219860,HA SPAC 2,2018/03/02,DELISTING (KOSDAQ)
039790,WINNOVA,2018/03/09,DELISTING (KOSDAQ)
222390,KB No.8 SPAC,2018/03/13,DELISTING (KOSDAQ)
051170,Suncore,2018/03/15,DELISTING (KOSDAQ)
008000,Toray Chemical Korea(TCK),2018/03/20,DELISTING (Stock)
199870,Battery-Solutions,2018/03/28,DELISTING (KONEX)
221950,KB 3rd SPAC,2018/03/30,DELISTING (KOSDAQ)
223040,Kyobo 5 SPAC,2018/03/30,DELISTING (KOSDAQ)
221200,EUGENE SPAC III,2018/04/17,DELISTING (KOSDAQ)
091270,UDP,2018/04/18,DELISTING (KONEX)
252940,SMROBOTICS,2018/04/25,DELISTING (KONEX)
099830,SEG,2018/05/04,DELISTING (KOSDAQ)
087220,SFC,2018/05/08,DELISTING (KOSDAQ)
235090,TAEKYUNG PNS,2018/05/09,DELISTING (KONEX)
246830,SCENM,2018/05/14,DELISTING (KONEX)
900180,WANLI,2018/05/23,DELISTING (KOSDAQ)
225440,EBEST SPAC3,2018/05/28,DELISTING (KOSDAQ)
226850,Kiwoom No.4 SPAC,2018/06/05,DELISTING (KOSDAQ)
099660,SEEN TEC,2018/07/09,DELISTING (KOSDAQ)
024660,HARIM HOLDINGS,2018/07/16,DELISTING (KOSDAQ)
090730,SIMPAC Metal,2018/07/17,DELISTING (KOSDAQ)
130960,CJ E&M,2018/07/18,DELISTING (KOSDAQ)
230490,DONGBU SPAC IV,2018/07/26,DELISTING (KOSDAQ)
144740,PMD Academy,2018/08/07,DELISTING (KONEX)
043580,Aimhigh,2018/08/10,DELISTING (KOSDAQ)
138290,ZISUNG,2018/08/22,DELISTING (KONEX)
251540,SYJ,2018/09/07,DELISTING (KONEX)
062580,INSAN,2018/09/11,DELISTING (KONEX)
016170,Kakao M,2018/09/18,DELISTING (KOSDAQ)
237720,KM PHARMACY,2018/09/28,DELISTING (KONEX)
005980,SUNGJEE CONST,2018/10/04,DELISTING (Stock)
032040,C&S ASSET MANAGEMENT,2018/10/11,DELISTING (KOSDAQ)
052290,TRAIS,2018/10/11,DELISTING (KOSDAQ)
026260,WINERGYS,2018/10/11,DELISTING (KOSDAQ)
110660,SESHIN BUFFALO,2018/10/11,DELISTING (KONEX)
047440,RAYGEN,2018/10/11,DELISTING (KOSDAQ)
081970,NexG,2018/10/11,DELISTING (KOSDAQ)
235010,HI AI 1 SPAC,2018/10/12,DELISTING (KOSDAQ)
232270,KB No.9 SPAC,2018/10/12,DELISTING (KOSDAQ)
155960,GD,2018/10/12,DELISTING (KOSDAQ)
194610,WOOSUNG  I.B.,2018/10/12,DELISTING (KOSDAQ)
192530,Kwangju Bank,2018/10/26,DELISTING (Stock)
242420,BONNE,2018/10/29,DELISTING (KONEX)
272420,KDA,2018/11/15,DELISTING (KONEX)
167380,NAMU TECH,2018/12/11,DELISTING (KONEX)
002000,HANKUK GLAS,2018/12/13,DELISTING (Stock)
004130,DAEDUCK GDS,2018/12/19,DELISTING (Stock)
900090,China Hao Ran,2019/01/02,DELISTING (KOSDAQ)
240540,Korea No.4 SPAC,2019/01/29,DELISTING (KOSDAQ)
000030,Woori Bank,2019/02/13,DELISTING (Stock)
123100,WONIK TERA SEMICON,2019/02/20,DELISTING (KOSDAQ)
245030,SPACE,2019/02/27,DELISTING (KONEX)
250300,JSPV,2019/03/04,DELISTING (KONEX)
065160,FT EnE,2019/05/03,DELISTING (KOSDAQ)
140890,TRUS Y 7 REIT,2019/05/07,DELISTING (Stock)
002250,ALVOGEN KOREA,2019/05/20,DELISTING (Stock)
242850,YOUNG HYUN TRADING,2019/05/22,DELISTING (KONEX)
229480,ZUM internet,2019/06/10,DELISTING (KONEX)
079660,SJ HP,2019/06/26,DELISTING (Stock)
262760,NKMAX,2019/07/04,DELISTING (KONEX)
221670,JUNO COLLECTION,2019/07/16,DELISTING (KONEX)
176560,POINTENG,2019/07/16,DELISTING (KONEX)
026180,HIT,2019/07/17,DELISTING (KOSDAQ)
232330,SK NO.3 SPAC,2019/08/30,DELISTING (KOSDAQ)
225650,Cuchen,2019/09/16,DELISTING (KOSDAQ)
271400,ALOYS,2019/10/01,DELISTING (KONEX)
257730,Shinhan 3rd SPAC,2019/10/01,DELISTING (KOSDAQ)
135270,Sejong Materials ,2019/10/02,DELISTING (KONEX)
262830,Daishin Balance Ⅳ,2019/10/10,DELISTING (KOSDAQ)
230400,XAVIS,2019/11/15,DELISTING (KONEX)
017680,DECO&E,2019/11/20,DELISTING (KOSDAQ)
226610,BNC Korea,2019/12/03,DELISTING (KONEX)
247300,INFRAWARE TECHNOLOGY,2019/12/06,DELISTING (KONEX)
264290,HA SPAC 3RD,2019/12/06,DELISTING (KOSDAQ)
035480,J-tech,2019/12/12,DELISTING (KOSDAQ)
122050,IL SCIENCE,2019/12/27,DELISTING (KONEX)
210610,SOFTCAMP,2019/12/30,DELISTING (KONEX)
265480,MIRAE ASSET DAEWOO SPAC 1,2020/01/03,DELISTING (KOSDAQ)
265920,Hanwha Susung SPAC,2020/01/15,DELISTING (KOSDAQ)
077280,HancomGMD,2020/01/16,DELISTING (KOSDAQ)
122800,SUNTECH,2020/02/12,DELISTING (KOSDAQ)
079440,Orange Life,2020/02/14,DELISTING (Stock)
252370,YOUCEL,2020/02/27,DELISTING (KONEX)
311840,DAEWON WOOL TEXTILE,2020/02/27,DELISTING (KONEX)
271740,Korea No.5 SPAC,2020/03/03,DELISTING (KOSDAQ)
011160,Doosanenc,2020/03/24,DELISTING (Stock)
220110,Dream T,2020/04/10,DELISTING (KONEX)
123260,PineNex,2020/04/10,DELISTING (KOSDAQ)
027390,HGTC,2020/04/16,DELISTING (Stock)
159650,HI GOLD KMARIN NO.8,2020/04/27,DELISTING (Stock)
083380,DONGBUKA 13th SHIP,2020/05/04,DELISTING (Stock)
189540,ctn,2020/05/12,DELISTING (KONEX)
205290,KMI,2020/05/13,DELISTING (KONEX)
197210,LEED,2020/05/14,DELISTING (KOSDAQ)
054340,P&TEL,2020/05/21,DELISTING (KOSDAQ)
030270,SMARK,2020/05/21,DELISTING (KOSDAQ)
900040,CGS,2020/05/22,DELISTING (KOSDAQ)
094190,ELK,2020/05/22,DELISTING (KOSDAQ)
103130,WoongjinEnergy,2020/06/01,DELISTING (Stock)
220250,KAINOSMED,2020/06/08,DELISTING (KONEX)
183350,LPK,2020/06/17,DELISTING (KONEX)
276920,IBKS No.7 SPAC,2020/06/18,DELISTING (KOSDAQ)
083370,DONGBUKA 12th SHIP,2020/06/23,DELISTING (Stock)
112240,SFC,2020/06/30,DELISTING (KOSDAQ)
005450,SHINHAN ENG & CONST,2020/06/30,DELISTING (Stock)
099350,HANA NICKEL 2,2020/07/01,DELISTING (Stock)
099340,HANA NICKEL 1,2020/07/01,DELISTING (Stock)
134780,HJIN,2020/07/02,DELISTING (KOSDAQ)
279410,HA SPAC 4,2020/07/03,DELISTING (KOSDAQ)
149940,Moda,2020/07/10,DELISTING (KOSDAQ)
002300,HANKUK PAPR MFG,2020/07/13,DELISTING (Stock)
108790,Interpark,2020/07/16,DELISTING (KOSDAQ)
004200,KOR DEV,2020/07/21,DELISTING (Stock)
281410,Korea No.6 SPAC,2020/07/27,DELISTING (KOSDAQ)
065940,BIOVILL ,2020/07/31,DELISTING (KOSDAQ)
228180,TCM BIOSCIENCES,2020/08/07,DELISTING (KONEX)
204990,KS Bio,2020/08/11,DELISTING (KOSDAQ)
277480,Shinhan 4th SPAC,2020/08/20,DELISTING (KOSDAQ)
194510,PATI Games,2020/09/09,DELISTING (KOSDAQ)
271780,BNF,2020/11/05,DELISTING (KONEX)
152330,KOREA AUTOGLASS,2020/12/18,DELISTING (Stock)
057500,SK enpulse,2020/12/23,DELISTING (KOSDAQ)
251960,MFM KOREA,2020/12/30,DELISTING (KONEX)
284610,TS Trillion,2020/12/30,DELISTING (KONEX)
291210,Korea No.7 SPAC,2021/01/15,DELISTING (KOSDAQ)
241510,ES INDUSTRY,2021/01/26,DELISTING (KONEX)
278380,Wonbiogen,2021/02/09,DELISTING (KONEX)
036260,IMAGINE ASIA,2021/02/15,DELISTING (KOSDAQ)
028040,MIRAE SCI,2021/04/13,DELISTING (KOSDAQ)
329050,GOOSE & HOME,2021/04/13,DELISTING (KONEX)
005190,DONGSUNG CHEM,2021/04/16,DELISTING (Stock)
023890,HANKOOK ATLASBX,2021/04/19,DELISTING (KOSDAQ)
102210,HD,2021/04/19,DELISTING (KOSDAQ)
120780,JEONWOO,2021/05/06,DELISTING (KONEX)
224880,SGA CloudService,2021/05/06,DELISTING (KONEX)
073070,APAM CORP.,2021/06/04,DELISTING (KOSDAQ)
008800,HAENGNAM INC.,2021/06/07,DELISTING (KOSDAQ)
195440,Fusion,2021/06/10,DELISTING (KOSDAQ)
226350,IMTECH,2021/06/11,DELISTING (KOSDAQ)
900080,S&C Engine,2021/06/14,DELISTING (KOSDAQ)
307160,HANAMUST6SPAC,2021/07/08,DELISTING (KOSDAQ)
307070,SK ACPC NO.4 SPAC,2021/07/13,DELISTING (KOSDAQ)
028150,GSHS,2021/07/16,DELISTING (KOSDAQ)
043290,K-MAC,2021/07/20,DELISTING (KOSDAQ)
284420,Hurum,2021/07/27,DELISTING (KONEX)
311270,Kiwoom No.5 SPAC,2021/08/02,DELISTING (KOSDAQ)
065620,JENAX,2021/08/09,DELISTING (KOSDAQ)
033600,LUXL,2021/08/11,DELISTING (KOSDAQ)
038160,PAXNET,2021/08/23,DELISTING (KOSDAQ)
033660,WOORI FINANCIAL CAPITAL,2021/08/27,DELISTING (Stock)
086250,HWASHINTECH,2021/08/31,DELISTING (KOSDAQ)
354230,foxSoft,2021/09/01,DELISTING (KONEX)
033430,DST,2021/09/02,DELISTING (KOSDAQ)
080440,SJK,2021/09/13,DELISTING (KOSDAQ)
141070,MAXROTEC,2021/09/16,DELISTING (KOSDAQ)
310840,NH SPAC 13,2021/09/23,DELISTING (KOSDAQ)
111820,G.U.ON,2021/09/30,DELISTING (KOSDAQ)
213090,MIRAE TECH,2021/10/05,DELISTING (KOSDAQ)
039230,AIBIT,2021/10/06,DELISTING (KOSDAQ)
087730,EM Networks,2021/10/08,DELISTING (KOSDAQ)
033110,CS,2021/10/08,DELISTING (KOSDAQ)
317030,KB No.17 SPAC,2021/11/04,DELISTING (KOSDAQ)
144620,KOLON MATERIALS,2021/11/05,DELISTING (Stock)
031390,GREEN CROSS CELL,2021/11/17,DELISTING (KOSDAQ)
086080,DiNonA,2021/11/22,DELISTING (KONEX)
317320,HANWHA SBI SPAC,2021/12/07,DELISTING (KOSDAQ)
313750,Yuanta SPAC IV,2021/12/07,DELISTING (KOSDAQ)
158300,SAT,2021/12/09,DELISTING (KONEX)
045890,GV,2021/12/20,DELISTING (KOSDAQ)
036490,SK Materials,2021/12/27,DELISTING (KOSDAQ)
172580,HI GOLD NO.12,2022/01/03,DELISTING (Stock)
221610,JAANHBIO,2022/01/05,DELISTING (KOSDAQ)
101060,SBS Media Holdings,2022/01/18,DELISTING (Stock)
015350,BUSAN CTY GAS,2022/01/18,DELISTING (Stock)
323940,KB No.18 SPAC,2022/02/04,DELISTING (KOSDAQ)
323210,Ebest Ian SPAC 1,2022/02/17,DELISTING (KOSDAQ)
007630,POLUS BioPharm,2022/02/22,DELISTING (Stock)
114570,G-SMATT GLOBAL ,2022/02/23,DELISTING (KOSDAQ)
327970,KAREROOM MEDICAL EQUIPMENT,2022/03/11,DELISTING (KONEX)
225330,CMS Edu,2022/03/17,DELISTING (KOSDAQ)
138250,NS Shopping,2022/03/22,DELISTING (Stock)
329560,Sangsangin Ian SPAC II,2022/04/04,DELISTING (KOSDAQ)
066110,HANP,2022/04/06,DELISTING (KOSDAQ)
153360,Hi Gold No.3,2022/04/11,DELISTING (Stock)
270020,21store,2022/04/14,DELISTING (KONEX)
041140,Nexon GT,2022/04/15,DELISTING (KOSDAQ)
039670,Sports Seoul,2022/04/20,DELISTING (KOSDAQ)
053660,HYUNJIN,2022/04/26,DELISTING (KOSDAQ)
225860,M&C Life Science,2022/04/27,DELISTING (KONEX)
225850,Miev,2022/04/27,DELISTING (KONEX)
330990,KB No.19 SPAC,2022/05/09,DELISTING (KOSDAQ)
240340,Interkos,2022/05/17,DELISTING (KONEX)
950180,SNK,2022/05/18,DELISTING (KOSDAQ)
052190,SEYOUNG D&C,2022/05/27,DELISTING (KOSDAQ)
220630,MOM'S TOUCH,2022/05/31,DELISTING (KOSDAQ)
050320,SH&L,2022/05/31,DELISTING (KOSDAQ)
309900,TTC Defence,2022/06/16,DELISTING (KONEX)
176440,HNT,2022/06/27,DELISTING (KOSDAQ)
216280,WON TECH,2022/06/30,DELISTING (KONEX)
002270,LOTTE FOOD,2022/07/20,DELISTING (Stock)
340120,HI-5 SPAC,2022/07/28,DELISTING (KOSDAQ)
053110,SORIBADA,2022/09/07,DELISTING (KOSDAQ)
127160,MM,2022/09/22,DELISTING (KOSDAQ)
332710,HANA14SPAC,2022/09/26,DELISTING (KOSDAQ)
046110,HANIL NETWORKS,2022/10/05,DELISTING (KOSDAQ)
182690,TerraSem,2022/10/17,DELISTING (KOSDAQ)
090740,YOUNYI B&T,2022/10/17,DELISTING (KOSDAQ)
337450,SK NO.5 SPAC,2022/10/18,DELISTING (KOSDAQ)
340350,SK NO.6 SPAC,2022/10/18,DELISTING (KOSDAQ)
126870,NEUROS,2022/10/26,DELISTING (KOSDAQ)
347140,CAPE-ES No.4 SPAC,2022/10/31,DELISTING (KOSDAQ)
060300,REDROVER,2022/11/04,DELISTING (KOSDAQ)
158310,Charmzone Global,2022/11/09,DELISTING (KOSDAQ)
131390,WONIK PNE,2022/11/29,DELISTING (KOSDAQ)
367460,Yuanta SPAC 7,2022/12/08,DELISTING (KOSDAQ)
290510,KOREACENTER,2022/12/16,DELISTING (KOSDAQ)
217600,CHEMON,2022/12/16,DELISTING (KOSDAQ)
341160,HANA15SPAC,2022/12/23,DELISTING (KOSDAQ)
349720,Ebest No 5 SPAC,2022/12/26,DELISTING (KOSDAQ)
329020,Ocean Stone,2022/12/27,DELISTING (KONEX)
342550,KB No.20 SPAC,2022/12/29,DELISTING (KOSDAQ)
064510,UNECO,2023/01/17,DELISTING (KOSDAQ)
096300,VIETNAM DEVELOP1,2023/02/02,DELISTING (Stock)
344050,SHT-6 SPAC,2023/02/17,DELISTING (KOSDAQ)
000060,Meritz Insurance,2023/02/21,DELISTING (Stock)
351340,IBKS No.13 SPAC,2023/02/21,DELISTING (KOSDAQ)
343510,Hana16SPAC,2023/03/02,DELISTING (KOSDAQ)
397500,DaishinBalanceNo.11,2023/03/09,DELISTING (KOSDAQ)
353070,HMCIB No.4 SPAC,2023/03/10,DELISTING (KOSDAQ)
387310,DaishinBalanceNo.10,2023/03/16,DELISTING (KOSDAQ)
056000,COWON PLAY,2023/03/30,DELISTING (KOSDAQ)
